Size,Bedrooms,Bathrooms,Location,Price
1296,3,2,Suburbs,287882.954126433
637,2,3,City Centre,230158.75507779108
2731,3,2,City Centre,393424.4008933642
1853,4,2,Rural Area,319788.38807358145
2375,1,1,Suburbs,303687.54659083433
568,5,3,City Centre,248663.1023381131
2600,4,3,Rural Area,462650.2823809305
1973,1,3,Suburbs,344414.9257798414
704,4,1,City Centre,208103.53294522376
2673,2,3,Rural Area,400055.4446063473
542,3,2,Suburbs,170760.7788662088
2406,5,3,City Centre,437055.3561470853
2658,1,2,City Centre,361835.79663193435
1260,5,2,Suburbs,302093.4341840172
2642,5,2,Rural Area,467814.5388667537
2494,5,2,Rural Area,437496.18652022
2435,1,3,Suburbs,332351.4047873315
1399,1,1,City Centre,173895.96915812176
859,5,1,Suburbs,261939.46289978002
2219,3,2,Suburbs,366547.45931651595
780,4,3,Suburbs,260553.01228220447
2387,5,1,City Centre,408350.063409105
1166,2,3,Suburbs,228708.82014887105
592,5,1,Suburbs,220404.52281113618
1171,1,2,City Centre,210987.06710512392
2469,4,2,City Centre,405274.69223718764
560,2,2,Suburbs,193567.19140549813
1528,4,1,Rural Area,286252.096034994
1989,4,3,Suburbs,350780.04892436333
1103,2,2,City Centre,257098.94602664976
1181,5,3,City Centre,298494.76611564006
1928,5,3,City Centre,410848.6777647182
2780,5,2,Rural Area,501029.23399615654
1023,3,1,City Centre,257441.9406752701
2893,5,2,Rural Area,482589.88420145545
2468,2,2,City Centre,362836.35319945257
1601,3,1,City Centre,303361.61878991674
2253,5,3,Suburbs,419841.80232343543
2336,3,1,Rural Area,386908.5159203843
2796,2,1,Suburbs,397370.72155578213
2594,5,2,Rural Area,446966.48721224
1644,1,1,City Centre,250385.17753632087
2761,2,1,City Centre,371216.7946196251
2786,4,1,Rural Area,423554.817063706
1579,4,3,Suburbs,338756.4833985227
2897,2,3,Rural Area,419561.0940832899
606,4,2,Rural Area,226560.27211195565
547,2,2,Rural Area,194412.13535320168
836,1,3,City Centre,204151.41273062822
1549,2,1,Rural Area,249211.81121093384
1780,5,2,City Centre,302887.0265486647
2555,5,2,Suburbs,459775.19540051173
1124,3,1,City Centre,235188.45211850322
2390,4,1,Suburbs,388009.2687294385
1776,4,1,Suburbs,333499.85615594994
2215,2,1,Suburbs,337404.96196438425
802,4,1,City Centre,240355.63646257098
1138,5,3,Rural Area,328976.6363794587
555,1,1,City Centre,155610.80340418027
1225,2,2,Suburbs,180159.35365298245
1025,4,3,Rural Area,285359.59522343636
973,5,2,City Centre,282399.90941004135
527,3,1,Suburbs,172643.97988130298
2625,4,2,Suburbs,432090.61728748126
864,1,1,Rural Area,171805.02313313843
1025,1,2,City Centre,191140.84337091033
1835,4,2,Rural Area,368234.95572108665
1382,4,1,Rural Area,290155.7606845549
1530,5,2,Rural Area,336449.8827329813
1526,4,3,Rural Area,285929.1488008396
2146,3,2,City Centre,397172.6444062967
1418,5,3,Rural Area,299513.501129516
2910,2,3,Suburbs,436484.0771383323
2274,3,2,Suburbs,381659.46054256975
2031,5,3,Suburbs,430988.36194779753
2406,5,3,Rural Area,416366.70544368145
1715,1,2,Suburbs,255324.56260921902
2154,5,1,City Centre,396407.5319875725
984,3,1,Rural Area,236418.57995460916
2575,4,3,Rural Area,466535.980540132
1213,3,3,Rural Area,298048.226851595
1562,2,1,City Centre,254431.8979281914
2476,5,3,Rural Area,440378.890353827
1796,5,1,Rural Area,355060.43051606894
1754,5,2,Suburbs,324830.88388237363
2633,5,3,Suburbs,469521.7624292231
625,1,2,Rural Area,175168.54196965895
1036,1,1,City Centre,172398.88733932909
2692,4,1,Suburbs,409940.30177097017
2572,5,2,Rural Area,397559.6680466992
2103,2,3,Suburbs,363877.8270348498
566,4,2,Suburbs,224959.10873100132
732,5,2,City Centre,227068.3500023746
2656,1,3,Rural Area,359398.8238908096
1669,2,1,Suburbs,263208.065409821
2658,4,2,Rural Area,442785.8491826692
2775,2,2,City Centre,407590.717858193
610,5,1,City Centre,209555.37026969471
1993,3,2,Suburbs,327434.5126822669
2581,2,1,City Centre,364151.9327840067
1122,2,3,Suburbs,231186.65011360092
2972,1,1,Rural Area,371791.06401620334
2041,5,1,Suburbs,382937.37995898153
1805,2,2,Suburbs,275963.5640032847
2261,5,1,City Centre,388252.65734013176
2475,1,1,Rural Area,328164.6981933765
2862,5,2,Rural Area,465342.8869106692
1376,1,1,Suburbs,227884.2225330346
2489,1,2,Rural Area,361191.7851412113
1812,4,3,Rural Area,371884.37679008965
1960,5,1,Suburbs,354121.1316484887
2824,3,3,Suburbs,434371.37650801404
2233,4,1,Rural Area,375319.1265721965
2105,1,1,Suburbs,299102.8152141483
2026,3,3,City Centre,369014.1287428397
2897,2,3,Rural Area,433693.84916238766
2130,2,2,Suburbs,316522.5447140103
1660,4,2,Rural Area,363488.9352514054
1258,3,3,Rural Area,280873.5339725687
742,5,1,City Centre,253194.07814275124
1563,3,2,City Centre,308511.75191557454
728,4,1,Rural Area,223238.5086801706
1419,5,2,City Centre,327146.7272507707
1746,5,2,Suburbs,373146.66002572846
505,2,2,Rural Area,166334.1843646819
967,3,3,City Centre,267212.0532407443
2255,5,1,Rural Area,400548.4739778815
574,4,3,Rural Area,255915.8111850832
503,2,2,Suburbs,160371.91984533248
2370,5,3,Suburbs,433686.1639539513
1145,3,3,Suburbs,252394.99878620144
617,2,3,City Centre,218895.44762717895
2129,3,1,City Centre,323114.8255103192
2521,3,3,City Centre,413740.9941819674
1446,3,3,Suburbs,290526.179787774
1964,2,3,Rural Area,354223.6977932746
693,5,3,Suburbs,263129.37805373844
1346,1,3,City Centre,262622.79806107376
1915,5,3,City Centre,364823.220035039
1958,2,3,City Centre,318175.9226621857
2720,1,2,Suburbs,384140.82917447755
2168,1,3,City Centre,357619.05204005423
2873,1,3,Suburbs,412821.44998015265
1933,4,1,Rural Area,385959.69634192245
1641,2,2,Suburbs,299929.5987718279
2310,4,3,City Centre,406320.4029479289
1223,1,1,Rural Area,200880.03864193227
724,4,3,City Centre,283741.36794018466
1031,4,3,Rural Area,294248.9542406232
612,2,3,City Centre,185891.4503788071
2687,3,3,Suburbs,410522.25773230946
1058,4,3,City Centre,267525.224378051
2548,4,1,Suburbs,410025.0330323604
2637,1,3,Suburbs,348337.02323400346
1153,1,1,Rural Area,190081.16848658826
819,1,3,Suburbs,202850.54027751423
2073,5,1,Suburbs,372852.2405198413
2328,4,2,Suburbs,383700.1317670477
2417,1,3,Rural Area,370596.4941314744
638,2,2,City Centre,197594.1524031266
2526,5,2,City Centre,428270.7039649377
2806,3,2,Suburbs,409971.46234851214
1401,4,3,Suburbs,332391.538079715
1189,4,2,City Centre,275725.56714119687
2539,2,1,Suburbs,359180.96531765145
509,3,3,City Centre,221556.9340177763
760,3,2,Rural Area,193999.0164629971
2442,5,3,Suburbs,428834.9697405603
2173,4,2,Suburbs,372081.6203182937
2719,1,1,City Centre,395042.96200125146
2560,2,3,City Centre,365947.87201576016
1691,2,3,Rural Area,304895.6023102121
2119,2,2,Suburbs,314168.3522471857
820,2,1,City Centre,233184.33750905018
1842,1,3,Rural Area,304536.3398816892
2136,1,2,City Centre,294537.4456587924
2876,5,1,City Centre,419680.43233160995
2494,4,1,Rural Area,406640.1847115291
2443,1,1,Rural Area,333162.3994917712
2538,5,1,Rural Area,431514.550702625
1618,3,3,Rural Area,296668.4313409353
2104,4,3,Rural Area,422765.64500035276
2865,1,1,Rural Area,373137.97332677175
735,3,2,Suburbs,221988.02908889155
2469,5,2,Rural Area,439378.4638687711
833,1,1,Suburbs,170353.56796447677
2408,1,1,City Centre,351911.0795673745
875,3,2,City Centre,216901.32365162356
1660,1,1,Rural Area,271446.4644823783
2070,2,1,City Centre,338662.8380444104
1819,1,3,Rural Area,317632.7831699638
2355,4,3,Rural Area,439186.91603271425
1872,3,1,Suburbs,297592.902780392
1372,4,1,City Centre,292132.85187154106
1752,5,3,Rural Area,378548.3995649395
2817,4,1,City Centre,428197.9998925685
2351,2,3,Suburbs,382638.53871788905
1814,2,3,City Centre,340540.39706999273
1224,4,2,Suburbs,267952.79611078376
2552,5,3,Suburbs,426057.9102866149
577,1,2,Suburbs,153599.71027816276
631,2,2,Rural Area,133410.38374065646
1100,4,3,Rural Area,283612.4524319986
2272,4,1,City Centre,400793.0846124191
1565,4,3,Rural Area,303030.76579274127
2636,1,2,Rural Area,355246.2825067071
2949,3,3,City Centre,427165.7198921689
2843,5,3,Suburbs,487234.2341553698
2363,3,2,Suburbs,389036.6691738724
1818,5,3,City Centre,377228.5192436498
1115,5,3,Rural Area,292803.10063563095
2969,4,2,City Centre,460705.3705974625
2388,2,1,City Centre,368545.2499860898
1546,4,2,Rural Area,332393.6662866853
1074,1,2,City Centre,199262.63775971174
2690,5,3,Rural Area,457516.4848195275
1492,2,2,Rural Area,262165.62483331375
2692,5,3,City Centre,474008.5281735456
1748,5,3,Suburbs,342162.8340908346
1002,4,3,Rural Area,286053.7745919069
2497,2,2,Suburbs,358871.90754683
1320,2,2,Rural Area,246700.9905892748
2651,5,3,Suburbs,445486.43845404824
2470,2,1,City Centre,366625.51536918466
697,2,1,Rural Area,162845.5107257607
2169,4,2,City Centre,357712.4825597659
2938,3,3,City Centre,437217.1645736782
1702,1,3,City Centre,263557.3444137536
1971,3,2,Rural Area,354333.8722696435
2146,2,1,City Centre,297544.7382287769
2192,5,2,City Centre,398334.8806503931
1812,1,2,Rural Area,268187.28612866707
2535,1,3,City Centre,399870.8737977593
977,5,2,Rural Area,286159.0959987192
1754,1,1,City Centre,247815.42776150806
1422,5,2,Suburbs,325630.8654147816
919,1,3,City Centre,188712.30616025956
2704,3,1,Suburbs,408829.5308892438
1620,1,3,Rural Area,280354.18549584894
1450,4,2,Suburbs,313379.6029581601
2836,5,2,Rural Area,444527.84952971665
1777,1,2,City Centre,250023.14898228942
2743,5,3,Suburbs,436029.5610764511
2357,4,2,City Centre,363944.70409896923
1016,1,1,Suburbs,186817.71541136276
2158,1,1,Rural Area,339236.34020025807
2365,4,3,Rural Area,403514.9594403522
1641,4,3,Rural Area,327524.92348056013
2432,4,3,Rural Area,417114.9093041938
1314,5,2,City Centre,295675.8499478062
2775,4,1,City Centre,396863.9297397256
2400,5,1,City Centre,391908.8190576829
2763,3,1,City Centre,396760.85162233934
2562,1,3,City Centre,408388.0713393895
2594,1,3,Rural Area,364629.83324455033
2871,2,2,City Centre,410995.60208573623
629,3,3,City Centre,190461.19331500118
594,4,1,City Centre,218277.44484365347
2455,4,2,Rural Area,390714.0294957669
1293,3,3,Rural Area,261712.34256009245
2334,4,3,Rural Area,387838.1512131411
2616,2,1,Rural Area,353761.5487290524
2183,5,2,City Centre,375177.42019852047
510,1,3,City Centre,171825.6865614216
2365,3,3,Suburbs,369813.03937955113
1211,1,2,City Centre,234017.09980688614
2570,5,2,Rural Area,426827.6028288153
1314,3,3,Rural Area,268060.72157226264
845,5,3,City Centre,265834.70644235803
2849,4,1,Suburbs,409587.7793562168
862,4,2,Rural Area,246631.69063328338
2943,4,3,Suburbs,458395.68275207287
2765,5,3,Rural Area,493727.55540996447
2688,5,3,Rural Area,417693.9419131709
1484,5,3,City Centre,366762.3376697133
2139,1,1,Rural Area,285447.17445197224
1327,5,2,Suburbs,344708.22818474635
855,4,3,Suburbs,262909.759792665
1847,2,2,City Centre,328693.9761099437
2363,5,2,Rural Area,414777.5212491231
626,2,3,Suburbs,194848.63583201988
1103,4,3,City Centre,266322.6490274378
2428,5,3,Suburbs,435970.5991335735
1513,1,1,City Centre,216303.36338899028
550,1,3,Suburbs,173746.08728108526
1930,2,2,Rural Area,316226.75043397787
2292,1,2,Suburbs,326747.14360697335
2136,1,1,Suburbs,323339.53056796937
2145,1,3,City Centre,339452.05269642465
2967,4,3,City Centre,453297.29152342776
1705,1,1,City Centre,266867.29975573963
2354,3,1,Suburbs,379440.6528053472
1066,5,3,City Centre,253707.10268645704
2918,1,3,Rural Area,385140.2038169079
1435,1,2,City Centre,234118.50096137341
2434,1,3,City Centre,342121.87248284585
1832,3,3,Rural Area,350962.53442747553
701,1,2,City Centre,152372.5680565996
2860,1,2,City Centre,366110.7282011884
616,5,2,Suburbs,246374.66682805694
1436,3,2,Suburbs,278980.10587687115
1074,3,1,City Centre,254850.46285106233
2791,1,2,Rural Area,386518.67492269917
1036,3,1,City Centre,296654.75304255815
2125,2,2,City Centre,310685.90475145244
2622,3,2,City Centre,371620.44637928647
885,3,2,Suburbs,256015.01701423337
974,3,3,Rural Area,313733.97000078275
917,4,1,Rural Area,232234.25452901635
2894,4,2,Rural Area,443036.25691344443
1438,4,3,Suburbs,321345.686655874
1454,3,1,Suburbs,253347.8299656915
1375,2,1,City Centre,203599.00540665214
1262,3,3,Suburbs,286057.4585740399
1702,1,1,City Centre,255391.20507502605
1705,2,3,Suburbs,277828.77513956424
1163,4,2,City Centre,263954.8552849011
524,5,3,Suburbs,219274.2857837204
2490,2,1,Rural Area,361430.34866120055
1703,4,1,City Centre,314762.02865613817
1209,2,2,Suburbs,244140.68192501037
2379,2,3,Suburbs,383296.92159738945
1684,3,2,City Centre,330324.49943819706
2724,1,3,Suburbs,390959.8985435607
784,5,3,Rural Area,285703.5379913229
562,4,3,City Centre,267581.07680074987
1502,2,2,City Centre,289531.045414529
1161,5,2,City Centre,300464.5284563028
2703,2,1,City Centre,378434.79553257034
1992,1,2,City Centre,282615.8908149982
1466,5,3,Rural Area,328671.21273560915
1348,4,3,City Centre,307826.8697096614
1607,2,3,Rural Area,288628.085866844
1188,1,2,Rural Area,256509.55354105466
647,5,1,Rural Area,237157.18494623675
841,2,2,City Centre,209911.35157349674
1586,2,1,Rural Area,287063.548476298
2224,4,2,City Centre,386061.20568521006
1883,1,3,Rural Area,297783.0247720671
826,3,1,City Centre,212766.63283728214
2292,2,2,Suburbs,357329.750224971
2259,5,3,Suburbs,448903.5844880519
1489,4,1,Rural Area,266750.83470357634
2762,4,1,Suburbs,406414.4010654467
2982,2,3,Rural Area,431741.6828131773
1451,2,3,Rural Area,298844.5366546884
1222,2,2,Rural Area,257944.89872812337
2579,3,2,Suburbs,400066.7372167009
2832,2,3,Rural Area,438586.00892880734
928,1,2,Suburbs,179322.51408233383
2000,5,3,Suburbs,432667.15182284685
785,2,3,City Centre,196786.02786215144
2565,3,2,Suburbs,362222.02227913635
1268,5,2,City Centre,318903.5211073389
1894,4,1,Rural Area,305734.2585883804
693,2,1,Rural Area,164122.09119778767
1487,5,2,City Centre,325836.61799356015
1636,4,2,Rural Area,331897.77757948596
2661,3,2,City Centre,426358.6831379944
2201,1,1,City Centre,278106.22785565275
1446,2,2,Rural Area,242089.54185717172
1330,1,1,City Centre,286270.5195859988
2420,3,1,City Centre,362776.93849593267
554,5,1,City Centre,187532.93551959435
1299,5,1,Rural Area,274728.810627787
1277,3,3,Rural Area,272151.32525808265
1981,3,2,Rural Area,338199.73007347103
2401,2,2,Rural Area,383951.4073960753
2709,4,3,Rural Area,478577.7135920435
2634,1,2,Suburbs,346910.51521518413
554,1,1,Suburbs,129040.47668085898
2323,5,3,City Centre,430270.13632596994
1701,5,1,Suburbs,320579.29502034036
1332,2,3,Rural Area,292056.5868027594
812,3,1,Rural Area,255534.32043099077
2358,1,2,Rural Area,336226.6711584122
2507,2,2,City Centre,377268.557563476
2506,5,2,City Centre,418880.7521423813
2990,5,3,City Centre,500714.9140553584
2290,1,2,City Centre,307796.4685760113
827,5,3,City Centre,258717.74690559084
1787,5,1,City Centre,307361.11485831457
2643,4,2,Suburbs,440618.44590534834
1611,3,1,Rural Area,313876.1718875649
1811,5,2,Suburbs,381712.8186443007
951,4,1,City Centre,241978.14355821774
2023,2,3,Rural Area,331033.45904744836
664,5,2,Rural Area,244545.26932888734
681,2,3,Rural Area,182713.87103381785
1409,5,3,Suburbs,354718.2801512511
1322,1,1,Rural Area,238168.21396868647
1443,4,2,City Centre,283050.6926800253
2501,4,3,City Centre,406413.7340399482
2554,1,1,Suburbs,313883.6547336482
829,3,1,Suburbs,202809.06849542528
1274,4,1,City Centre,271965.81288588175
2698,2,2,Suburbs,391129.0192295759
646,4,2,Rural Area,197957.11134046572
1414,3,1,Suburbs,251757.5097405193
2071,2,2,Rural Area,312492.9872319223
1808,2,1,Rural Area,300418.53560752416
581,1,2,Rural Area,138179.96255524055
1013,5,2,Rural Area,282387.1238949305
2420,1,1,Rural Area,312829.0915329463
2439,5,1,City Centre,405068.15488064976
1245,1,2,City Centre,243411.43047965103
1909,5,1,City Centre,331123.0959720846
1206,4,1,Rural Area,213458.9978229721
970,2,1,Suburbs,175225.20464660454
895,5,1,Suburbs,262846.353167342
2055,4,2,Rural Area,341549.8918988001
2808,3,3,Suburbs,421546.5574007349
1304,1,2,Rural Area,239478.78669858727
1433,3,1,Suburbs,284378.06960859103
1779,4,1,Rural Area,343553.6420408614
2257,3,2,Suburbs,376780.44996136345
1404,3,1,Suburbs,242884.8570980213
1576,4,2,City Centre,349725.932859231
2390,2,3,Suburbs,355141.9958414947
2023,5,1,Suburbs,354576.12002548855
1887,1,3,Rural Area,303590.0922228922
1803,5,3,Suburbs,380874.582547911
1092,1,1,Suburbs,222972.00233601106
2606,5,1,Suburbs,412944.1715989395
627,3,2,Suburbs,210308.31085021785
1235,2,2,Suburbs,230956.00838236575
1020,3,1,City Centre,259150.09269081545
736,2,2,Suburbs,202144.30334767335
1804,4,3,Rural Area,381185.3661634001
2281,1,3,Rural Area,320045.26778296666
1801,1,1,Suburbs,253877.64880497177
2551,4,2,Suburbs,420073.1701164451
941,5,1,Suburbs,285201.92905887886
2576,4,3,City Centre,452445.4202322597
1304,4,1,Rural Area,305408.5477677262
574,2,1,City Centre,189226.6765975554
2675,4,1,City Centre,428074.56567277835
2589,1,1,Suburbs,346967.42774531746
1879,3,3,Suburbs,320601.0657094298
540,2,1,Rural Area,116107.96875054031
2581,2,1,Suburbs,365586.7567369933
2200,5,2,Rural Area,416052.9748452541
1901,3,1,City Centre,260614.8846963389
1087,2,2,Rural Area,205217.5113888568
2122,4,1,Rural Area,336869.47421360103
841,2,2,Rural Area,200347.792153873
2574,2,1,City Centre,364464.3862335753
1145,2,2,City Centre,256128.78592532006
1230,5,1,Suburbs,261681.92459087278
667,2,1,Suburbs,178584.5353371939
1109,2,2,Rural Area,203158.34117230537
2815,5,1,Rural Area,463215.53107017855
2272,3,1,City Centre,342567.2613713389
2540,1,1,City Centre,314757.0935532011
954,5,1,City Centre,246954.83451967494
2208,5,3,Rural Area,393493.1602531646
1201,2,1,Rural Area,226943.11653081336
2099,2,3,City Centre,357381.30774245516
629,1,3,Rural Area,198524.47932133474
2345,2,1,City Centre,329123.1042244651
1886,4,2,Suburbs,376359.0262904896
1192,2,2,City Centre,238712.69732593463
1894,2,1,Rural Area,319702.4437944852
1293,4,3,Rural Area,301154.75611913064
528,1,2,Rural Area,148180.77721761924
648,4,1,Rural Area,221368.64222008034
1819,5,1,City Centre,353059.0741937679
2558,4,3,City Centre,419718.3210605082
1636,3,2,Suburbs,326705.27271813474
686,5,1,City Centre,214466.14553340402
1750,2,2,Suburbs,306568.79212709976
1833,5,1,City Centre,358989.57345346845
597,1,1,City Centre,165991.86173970002
554,1,1,Rural Area,162083.99777499045
1257,4,3,Suburbs,297061.15064234583
905,5,3,Rural Area,286155.8187501789
2616,2,3,Rural Area,395915.77036096755
1812,1,2,City Centre,316111.4966681913
2285,2,3,City Centre,376519.55624736176
1250,3,3,Suburbs,300875.5305077447
2262,1,2,Suburbs,321179.0119795278
864,4,2,City Centre,223866.2830444806
2526,3,2,Suburbs,373890.62037022127
981,5,2,City Centre,298349.96334344865
2748,2,3,City Centre,395167.8162731818
653,1,3,City Centre,244203.10115378175
2024,3,2,Suburbs,334287.00757442677
2620,3,3,Rural Area,424024.26563237706
2843,1,1,Suburbs,376288.2318107913
1540,5,3,Rural Area,352589.56109081855
2164,5,1,Suburbs,357002.4007577681
1740,4,2,Rural Area,338955.0679833289
560,5,2,Rural Area,240779.99605656584
1438,4,3,Suburbs,312812.88652366516
2139,3,2,Suburbs,390929.32768508437
2589,1,3,Rural Area,340661.90785883105
524,5,3,City Centre,217174.55044666867
1562,4,3,Rural Area,346274.1838725429
630,3,3,Rural Area,216257.31706864972
1752,5,1,City Centre,322601.98546712083
607,2,1,Rural Area,169600.32374387825
671,3,2,City Centre,226287.54466648458
1958,5,1,City Centre,328182.65691666055
601,3,2,Suburbs,214557.44235534605
2822,1,2,Rural Area,388816.53590869735
2136,1,3,Rural Area,324010.2887906292
1540,1,3,City Centre,273912.0777263819
829,2,3,Rural Area,223149.50029483243
2020,1,3,City Centre,327997.1774308505
511,2,3,Rural Area,166398.25506717028
1841,1,3,Rural Area,320849.46361436165
